2021/03/25 00:32;42
2021/03/25 00:32;42
2021/03/25 00:32;42
2021/03/25 00:32;42
2021/03/25 00:32;42
2021/03/25 00:31;42
;-2.83
;-3.62
;-4.40
;9.09
;7.53
;6.74
;5.96
;5.18
;3.62
;3.62
;2.83
2022-05-16 08:24:34;2.05
2022-05-16 08:26:05;3.62
2022-05-16 08:26:07;2.83
2022-05-16 08:26:10;2.05
2022-05-16 08:26:12;2.05
2022-05-16 08:26:14;1.27
2022-05-16 08:26:16;0.49
2022-05-16 08:26:19;-0.49
2022-05-16 08:26:21;-1.27
2022-05-16 08:26:23;-2.05
2022-05-16 08:26:26;-2.83
2022-05-16 08:26:28;-3.62
2022-05-16 08:26:30;-4.40
2022-05-16 08:26:32;-5.18
2022-05-16 08:26:35;9.87
2022-05-16 08:26:37;9.09
2022-05-16 08:26:40;8.31
2022-05-16 08:26:42;7.53
2022-05-16 08:26:44;6.74
2022-05-16 08:26:46;5.96
2022-05-16 08:26:49;5.18
2022-05-16 08:26:51;4.40
2022-05-16 08:26:53;3.62
2022-05-16 08:26:56;2.83
2022-05-16 08:26:58;2.05
2022-05-16 08:27:00;2.05
2022-05-16 08:27:02;0.49
2022-05-16 08:27:05;0.49
2022-05-16 08:27:07;-0.49
2022-05-16 08:27:09;-1.27
2022-05-16 08:27:11;-2.05
2022-05-16 08:27:14;-2.83
2022-05-16 08:27:16;-3.62
2022-05-16 08:27:18;-4.40
2022-05-16 08:27:20;-5.18
2022-05-16 08:27:23;9.87
2022-05-16 08:27:25;8.31
2022-05-16 08:27:27;8.31
2022-05-16 08:27:30;6.74
2022-05-16 08:27:32;6.74
2022-05-16 08:27:34;5.96
2022-05-16 08:27:37;5.18
2022-05-16 08:27:39;4.40
2022-05-16 08:27:41;3.62
2022-05-16 08:27:44;2.83
2022-05-16 08:27:46;2.05
2022-05-16 08:27:48;1.27
2022-05-16 08:27:51;0.49
2022-05-16 08:27:53;-0.49
2022-05-16 08:27:56;-1.27
2022-05-16 08:27:58;-2.05
2022-05-16 08:28:00;-2.05
2022-05-16 08:28:02;-2.83
2022-05-16 08:28:05;-3.62
2022-05-16 08:28:07;-4.40
2022-05-16 08:28:10;-5.18
2022-05-16 08:28:12;9.09
2022-05-16 08:28:14;8.31
2022-05-16 08:28:17;7.53
2022-05-16 08:28:19;6.74
2022-05-16 08:28:21;5.96
2022-05-16 08:28:24;5.18
2022-05-16 08:28:26;5.18
2022-05-16 08:28:28;4.40
2022-05-16 08:28:31;3.62
2022-05-16 08:28:33;2.83
2022-05-16 08:28:35;2.05
2022-05-16 08:28:38;1.27
2022-05-16 08:28:40;0.49
2022-05-16 08:28:42;-0.49
2022-05-16 08:28:45;-1.27
2022-05-16 08:28:47;-2.05
2022-05-16 08:28:49;-2.83
2022-05-16 08:28:52;-3.62
2022-05-16 08:28:54;-4.40
2022-05-16 08:28:56;-5.18
2022-05-16 08:28:59;9.87
2022-05-16 08:29:01;8.31
2022-05-16 08:29:04;8.31
2022-05-16 08:29:06;6.74
2022-05-16 08:29:08;6.74
2022-05-16 08:29:11;5.18
2022-05-16 08:29:13;5.18
2022-05-16 08:29:15;4.40
2022-05-16 08:29:18;3.62
2022-05-16 08:29:20;2.83
2022-05-16 08:29:23;2.05
2022-05-16 08:29:25;1.27
2022-05-16 08:29:28;0.49
2022-05-16 08:29:30;-0.49
2022-05-16 08:29:32;-1.27
2022-05-16 08:29:35;-2.05
2022-05-16 08:29:37;-2.83
2022-05-16 08:29:39;-2.83
2022-05-16 08:29:42;-4.40
2022-05-16 08:29:44;-4.40
2022-05-16 08:29:46;-5.18
2022-05-16 08:29:49;9.09
2022-05-16 08:29:51;8.31
2022-05-16 08:29:53;7.53
2022-05-16 08:29:56;6.74
2022-05-16 08:29:58;5.96
2022-05-16 08:30:00;5.18
2022-05-16 08:30:03;4.40
2022-05-16 08:30:05;3.62
2022-05-16 08:30:07;2.83
2022-05-16 08:30:10;2.05
2022-05-16 08:30:12;1.27
2022-05-16 08:30:14;0.49
2022-05-16 08:30:17;0.49
2022-05-16 08:30:19;-1.27
2022-05-16 08:30:22;-1.27
2022-05-16 08:30:24;-2.83
2022-05-16 08:30:26;-2.83
2022-05-16 08:30:29;-3.62
2022-05-16 08:30:31;-4.40
2022-05-16 08:30:33;-5.18
2022-05-16 08:30:35;9.09
2022-05-16 08:30:38;8.31
2022-05-16 08:30:40;7.53
2022-05-16 08:30:43;6.74
2022-05-16 08:30:45;5.96
2022-05-16 08:30:47;5.18
2022-05-16 08:30:50;5.18
2022-05-16 08:30:52;4.40
2022-05-16 08:30:54;3.62
2022-05-16 08:30:57;2.83
2022-05-16 08:30:59;2.05
2022-05-16 08:31:01;1.27
2022-05-16 08:31:04;0.49
2022-05-16 08:31:06;-0.49
2022-05-16 08:31:09;-1.27
2022-05-16 08:31:11;-2.05
2022-05-16 08:31:13;-2.83
2022-05-16 08:31:16;-3.62
2022-05-16 08:31:18;-4.40
2022-05-16 08:31:20;-5.18
2022-05-16 08:31:23;9.87
2022-05-16 08:31:25;9.09
2022-05-16 08:31:27;8.31
2022-05-16 08:31:30;7.53
2022-05-16 08:31:32;6.74
2022-05-16 08:31:34;5.96
2022-05-16 08:31:37;5.18
2022-05-16 08:31:39;4.40
2022-05-16 08:31:42;3.62
2022-05-16 08:31:44;2.83
2022-05-16 08:31:46;2.05
2022-05-16 08:31:49;1.27
2022-05-16 08:31:51;0.49
2022-05-16 08:31:53;-0.49
2022-05-16 08:31:56;-1.27
2022-05-16 08:31:58;-2.05
2022-05-16 08:32:00;-2.83
2022-05-16 08:32:02;-3.62
2022-05-16 08:32:05;-3.62
2022-05-16 08:32:07;-4.40
2022-05-16 08:32:09;-5.18
2022-05-16 08:32:12;9.09
2022-05-16 08:32:14;8.31
2022-05-16 08:32:17;7.53
2022-05-16 08:32:19;6.74
2022-05-16 08:32:21;5.96
2022-05-16 08:32:24;5.18
2022-05-16 08:32:26;4.40
2022-05-16 08:32:29;4.40
2022-05-16 08:32:31;3.62
2022-05-16 08:32:33;2.83
2022-05-16 08:32:36;2.05
2022-05-16 08:32:38;1.27
2022-05-16 08:32:40;0.49
2022-05-16 08:32:43;-0.49
2022-05-16 08:32:45;-1.27
2022-05-16 08:32:48;-2.05
2022-05-16 08:32:50;-2.83
2022-05-16 08:32:52;-3.62
2022-05-16 08:32:54;-4.40
2022-05-16 08:32:57;-5.18
2022-05-16 09:06:47;7.53
2022-05-16 09:28:26;14.57
2022-05-16 09:28:30;14.57
2022-05-16 09:28:32;14.57
2022-05-16 09:28:35;14.57
2022-05-16 09:28:37;14.57
2022-05-16 09:28:39;14.57
2022-05-16 09:28:41;14.57
2022-05-16 09:28:44;14.57
2022-05-16 09:28:46;14.57
2022-05-16 09:28:48;14.57
2022-05-16 09:28:50;14.57
2022-05-16 09:28:53;14.57
2022-05-16 09:28:55;14.57
2022-05-16 09:28:57;14.57
2022-05-16 09:29:00;14.57
2022-05-16 09:29:02;14.57
2022-05-16 09:29:04;14.57
2022-05-16 09:29:07;14.57
2022-05-16 09:29:09;14.57
2022-05-16 09:29:11;14.57
2022-05-16 09:29:13;14.57
2022-05-16 09:29:16;14.57
